,prim_okved,zsk,inn_type,company_age,phone_mask,is_fraud
743,69.10,-1,1,old,7925266,0
744,43.33,1,2,old,7908939,1
745,22.22,-1,1,mid,7906116,0
746,43.21,-1,2,mid,7922018,0
747,25.61,2,1,mid,7922128,1
748,41.20,-1,1,mid,7951410,0
749,73.20,2,1,mid,7919162,1
751,45.20.3,-1,2,mid,7961281,0
752,33.19,2,1,mid,7912496,1
753,64.19,-1,1,mid,7925148,0
754,85.41,-1,2,old,7977822,0
755,18.12,-1,2,old,7905408,1
756,43.31,2,1,mid,7917945,0
757,63.11,-1,2,old,7928164,0
758,49.41.1,2,2,mid,7982607,1
759,61.10,-1,2,old,7926360,0
760,31.01,-1,2,mid,7982888,0
761,43.31,-1,2,old,7966046,0
762,41.20,2,2,mid,7909010,1
763,41.20,-1,1,mid,7913489,1
764,25.61,2,2,mid,7980321,0
765,79.11,-1,2,mid,7926538,0
766,49.41,-1,2,mid,7933310,0
767,81.22,2,2,mid,7966820,1
768,46.71,1,1,mid,7985803,0
769,45.20.3,-1,2,old,7913939,1
770,47.11,-1,2,old,7909319,0
771,79.11,-1,2,old,7910971,0
772,49.41,2,2,mid,7982111,0
773,25.11,-1,2,old,7985700,1
775,41.20,-1,1,old,7927743,1
776,47.11,-1,2,mid,7978729,0
777,43.12,-1,2,mid,7995461,0
778,47.77.1,-1,2,old,7953102,1
779,46.49,-1,1,old,7929618,1
780,49.41,2,2,mid,7917156,0
781,47.91,-1,2,old,7967230,0
782,46.90,-1,1,old,7921767,0
783,55.20,1,1,new,7921441,0
784,47.7,-1,2,mid,7967146,0
785,41.20,-1,1,mid,7913227,1
786,10.13,-1,2,mid,7912855,1
787,43.39,2,2,mid,7915583,1
789,95.29,-1,2,mid,7980190,0
790,43.22,-1,1,mid,7983269,1
791,46.18.91,1,1,old,7930112,1
792,47.91,1,1,new,7920855,0
793,77.40,-1,2,mid,7921723,1
794,14.11.2,1,2,mid,7982823,1
795,47.51,-1,2,mid,7951120,1
796,46.4,-1,2,mid,7999465,1
797,45.20,-1,2,new,7920106,0
798,45.32,-1,2,mid,7961312,0
799,41.20,-1,1,mid,7912083,0
800,41.20,-1,1,mid,7953864,1
801,43.31,-1,2,mid,7923473,1
802,43.39,-1,2,mid,7965744,0
803,63.91,-1,2,old,7953490,0
804,47.71,-1,2,mid,7929337,0
805,70.22,-1,2,old,7903005,0
806,43.29,2,2,mid,7963946,0
807,41.20,2,2,mid,7904093,0
808,41.20,-1,1,mid,7925124,1
809,47.91.2,-1,2,mid,7951643,0
810,66.30,-1,1,mid,7928263,0
811,41.20,2,1,mid,7901279,0
812,49.41,2,1,mid,7980656,0
814,62.01,-1,2,old,7916856,0
815,41.20,2,1,mid,7951785,1
816,46.39,-1,1,mid,7908089,1
817,74.10,-1,2,mid,7987844,0
818,43.31,-1,2,old,7996038,1
820,43.29,2,2,mid,7912872,1
822,47.76,-1,2,mid,7981725,0
823,46.90,-1,1,old,7926906,0
824,96.02,-1,2,mid,7996709,0
825,47.91,-1,2,mid,7918104,0
827,68.32,1,1,new,7902505,0
828,82.99,1,1,mid,7986762,1
829,47.91,-1,2,mid,7925555,0
830,43.29,-1,1,mid,7916097,1
831,43.34,1,2,mid,7951151,1
832,82.99,1,2,mid,7911188,1
833,95.11,-1,2,mid,7928257,0
834,49.41.1,-1,1,new,7999624,0
835,46.90,1,1,old,7901048,1
836,47.8,-1,2,mid,7961254,0
837,82.99,1,2,mid,7910018,1
838,52.10,-1,2,mid,7905802,1
839,47.52,-1,2,mid,7986937,0
840,47.64,-1,1,old,7926399,0
841,62.01,-1,2,old,7927891,0
842,47.91,-1,2,old,7951255,0
843,80.10,-1,2,new,7922246,0
844,70.22,-1,2,old,7921351,0
845,41.20,-1,2,mid,7995333,0
846,43.39,2,1,mid,7915984,0
847,63.99.1,-1,1,new,7926032,0
848,47.64,1,2,old,7920129,0
849,46.69.4,1,1,mid,7916418,1
850,23.70,1,2,mid,7912231,1
851,41.20,2,2,mid,7952405,1
852,43.31,1,2,new,7912625,0
853,41.20,2,2,mid,7951878,0
854,73.20,2,1,mid,7903856,0
855,47.91,-1,2,mid,7911342,0
856,78.30,2,2,mid,7906451,0
857,47.24.2,-1,2,mid,7996952,0
858,81.22,-1,2,mid,7908957,0
859,52.10,1,1,mid,7926376,1
860,43.21,2,2,mid,7953009,0
861,43.21,2,1,mid,7969198,1
862,23.61,-1,2,old,7951867,1
863,27.11,1,1,mid,7962828,1
864,62.02,1,1,mid,7916949,0
865,41.20,-1,2,old,7930356,0
866,96.09,1,1,mid,7904294,0
867,46.44.2,-1,1,new,7995923,0
868,43.29,2,1,mid,7901868,1
869,41.20,1,1,new,7960057,1
870,52.29,1,1,mid,7920010,0
871,46.73.6,-1,2,mid,7918558,0
872,86.22,-1,1,new,7921915,0
873,43.29,1,1,mid,7920305,1
874,01.11.1,-1,2,new,7999637,0
875,43.29,-1,2,mid,7900209,1
876,33.20,-1,2,mid,7922729,0
878,85.41,-1,2,new,7906083,0
879,46.17,-1,1,mid,7920143,1
880,73.11,-1,1,old,7905840,1
881,47.51,-1,2,old,7908257,0
882,47.24,-1,2,mid,7911232,0
883,74.10,2,2,mid,7980539,1
884,33.14,-1,2,mid,7991451,0
885,01.25.1,-1,2,mid,7911407,0
886,43.29,2,2,mid,7937647,1
887,49.41.2,-1,2,mid,7917109,0
888,47.91,2,2,mid,7905765,1
889,73.11,-1,2,mid,7902613,0
890,43.21,-1,2,old,7952213,1
892,47.41,1,1,mid,7985587,0
893,96.02,2,1,mid,7996905,0
894,46.90,1,1,old,7911088,1
895,43.39,1,1,new,7981435,0
896,56.10,-1,2,mid,7921577,0
897,62.01,-1,2,mid,7916292,0
898,47.91,-1,2,mid,7914787,0
899,85.30,-1,1,mid,7951000,0
900,41.20,1,1,mid,7912226,1
901,43.21,-1,2,mid,7902500,1
902,46.73,1,1,mid,7912244,1
903,47.71,1,2,mid,7980000,1
904,41.10,-1,2,mid,7982837,1
905,56.21,-1,2,mid,7916747,0
907,43.34,-1,2,mid,7928133,0
908,46.13,1,1,mid,7936160,0
909,46.90,1,1,new,7988184,0
910,69.20,-1,1,new,7985810,0
911,46.90,2,1,mid,7919617,1
913,46.73,-1,2,old,7911029,1
914,31.01,-1,2,mid,7937663,0
915,46.90,-1,2,mid,7981688,1
917,82.99,2,1,mid,7989149,1
918,45.20.3,2,1,mid,7980141,1
919,43.29,2,2,mid,7909929,0
920,71.20.8,-1,2,mid,7901982,0
921,43.39,2,1,mid,7926934,0
922,46.69,1,1,mid,7925219,1
923,43.99,1,2,mid,7921068,1
924,47.62,-1,2,mid,7915159,0
925,81.10,-1,2,mid,7992340,1
926,41.20,-1,1,mid,7963942,1
927,41.20,1,2,mid,7928119,0
928,49.41,2,1,mid,7937059,0
929,16.21.1,1,1,mid,7926647,0
930,47.51,-1,2,mid,7916417,0
931,46.90,-1,1,mid,7921963,0
932,49.42,-1,2,old,7917974,1
933,95.11,-1,2,old,7962686,0
934,62.01,1,2,mid,7900076,0
935,46.90,2,1,mid,7995931,1
936,59.11,-1,2,mid,7929500,0
937,43.31,-1,2,old,7904308,0
938,47.71.5,-1,1,mid,7994430,0
939,47.78,-1,2,mid,7902843,0
940,43.22,2,2,mid,7921535,0
941,46.73,1,2,mid,7912004,1
942,47.91,-1,2,mid,7983102,0
943,18.12,-1,2,old,7913895,0
944,46.49.43,-1,2,old,7921893,0
945,47.91,-1,2,mid,7995685,0
946,42.99,1,1,new,7921318,1
947,43.39,-1,2,mid,7964137,0
948,18.14,-1,1,mid,7985643,0
949,55.10,-1,1,mid,7900000,0
950,31.01,-1,2,mid,7901248,0
951,45.20,-1,2,mid,7916666,0
952,68.20,-1,1,mid,7905800,0
953,41.20,-1,2,mid,7900212,0
954,46.73,-1,2,old,7908068,1
955,88.10,-1,1,mid,7929207,0
956,95.1,-1,1,mid,7921966,0
957,46.73.7,-1,2,mid,7913361,1
958,41.20,-1,2,mid,7930032,0
959,68.31.3,-1,2,mid,7965755,0
960,78.10,-1,2,mid,7987216,0
961,41.20,1,1,mid,7936252,1
962,46.45,-1,1,mid,7906329,1
963,43.99,-1,1,mid,7980398,0
964,43.99,-1,2,mid,7926551,0
965,64.99.6,-1,1,new,7928745,0
966,43.39,2,2,mid,7983127,1
967,43.22,-1,1,mid,7913850,0
968,47.41,-1,1,mid,7985057,0
969,43.22,-1,2,new,7926386,1
970,62.01,-1,2,old,7916923,0
971,45.20.1,-1,2,mid,7901645,1
972,41.20,-1,2,mid,7982239,0
973,41.20,-1,1,old,7913486,0
975,68.20,-1,2,mid,7926921,0
976,81.22,2,1,mid,7931901,0
977,51.10.2,-1,1,mid,7993894,0
978,93.29.9,-1,2,mid,7985776,0
979,46.69,1,1,mid,7922122,1
980,69.20.2,2,2,mid,7992059,0
981,41.20,1,2,old,7921733,0
982,62.03,-1,2,mid,7925189,0
983,46.73,1,2,mid,7922725,0
985,43.39,2,2,old,7985156,1
986,73.11,-1,2,old,7926277,0
987,71.20.8,1,1,new,7999112,0
988,43.29,2,2,mid,7921997,1
989,49.41,2,1,mid,7966888,1
990,43.29,-1,1,mid,7919684,1
992,46.90,1,1,mid,7977654,1
993,46.69.5,1,1,mid,7987416,0
994,62.01,-1,2,mid,7920031,0
995,62.01,2,1,mid,7982330,1
996,95.24,-1,2,old,7905408,0
997,70.22,2,1,mid,7917572,1
998,47.25,-1,2,mid,7912289,0
999,49.32,-1,2,mid,7999255,0
1000,46.73,-1,2,old,7917851,1
1001,62.01,-1,2,old,7918992,1
1002,45.20.1,-1,2,mid,7962004,0
1003,43.39,2,1,mid,7905350,0
1004,46.21,-1,1,new,7985891,0
1005,46.90,-1,2,old,7977483,0
1006,46.42,2,2,mid,7913927,1
1008,49.42,-1,1,mid,7981277,0
1010,46.90,1,2,mid,7913773,1
1011,43.31,2,2,new,7920373,1
1012,49.41,1,1,mid,7905084,0
1013,41.20,-1,2,new,7964542,0
1014,62.02,-1,2,new,7961590,0
1015,74.30,-1,2,mid,7913836,1
1016,43.21,2,2,mid,7982839,1
1017,47.91,-1,2,mid,7984105,0
1018,49.41,-1,2,mid,7963244,0
1019,49.42,2,2,old,7904307,1
1020,63.11,-1,2,mid,7927749,0
1021,81.22,1,1,mid,7910828,1
1022,81.30,2,1,mid,7911952,1
1023,47.91,-1,2,mid,7901765,0
1024,62.01,-1,2,mid,7916342,0
1025,81.21,1,1,old,7964670,1
1026,43.31,2,2,mid,7929197,0
1027,47.19,-1,2,mid,7920957,1
1028,62.09,-1,2,old,7995599,0
1029,46.49,-1,1,old,7916524,1
1030,65.1,-1,2,mid,7903755,0
1031,62.01,-1,2,mid,7926783,0
1032,27.40,-1,1,mid,7900163,0
1033,49.32,-1,2,mid,7999831,0
1034,45.31,-1,1,new,7927788,0
1035,46.51,2,1,mid,7936124,0
1036,68.31,-1,2,new,7989092,0
1037,74.10,1,1,mid,7966843,0
1038,85.14,-1,1,mid,7950847,0
1039,68.20.2,1,1,mid,7926457,1
1040,41.20,-1,2,mid,7962177,0
1041,47.71,-1,1,old,7913916,0
1042,46.73,2,1,old,7960801,1
1043,96.02,-1,2,old,7927654,0
1045,47.19,-1,2,mid,7991416,1
1046,49.41,-1,2,new,7977850,0
1047,43.32.3,2,2,mid,7920249,0
1048,43.99,2,1,mid,7966504,1
1049,47.72,2,1,mid,7952039,1
1050,41.10,2,2,mid,7982458,0
1051,43.29,-1,1,mid,7921715,0
1052,42.21,-1,2,old,7910664,0
1053,62.01,1,1,new,7985228,0
1054,46.69.2,2,1,mid,7925316,1
1055,46.90,-1,1,old,7960955,0
1056,46.45,1,1,mid,7993956,0
1057,49.4,-1,2,mid,7921309,0
1058,42.91.1,-1,2,mid,7999826,0
1059,22.11,-1,2,mid,7902517,0
1060,49.42,-1,2,old,7917282,0
1061,62.09,1,1,mid,7967131,1
1062,43.31,2,2,mid,7920346,0
1063,43.22,1,1,mid,7952005,1
1064,45.31.1,1,1,old,7914703,1
1066,49.32,-1,2,old,7929702,0
1067,79.11,1,2,mid,7900508,1
1068,46.73,1,2,mid,7927580,1
1069,43.33,-1,2,mid,7905472,0
1070,47.76,-1,2,old,7926769,0
1071,69.10,1,1,old,7923658,0
1072,10.71,1,2,mid,7939709,0
1073,61.10,-1,1,old,7916011,0
1074,43.39,2,2,mid,7994415,0
1075,62.01,-1,2,mid,7918076,0
1077,49.4,-1,2,old,7916123,0
1078,43.29,-1,2,old,7992501,0
1079,47.91,1,2,mid,7952602,0
1080,46.62,-1,2,mid,7913678,1
1081,43.99,-1,2,mid,7924567,1
1082,74.10,1,2,mid,7905655,1
1083,42.21,-1,2,mid,7917943,0
1084,46.73.6,-1,2,new,7969800,0
1085,49.41,-1,2,mid,7912696,0
1086,43.22,-1,1,mid,7967639,0
1087,41.10,1,1,mid,7952046,1
1088,41.10,-1,1,mid,7915124,0
1089,62.01,1,1,old,7999136,0
1090,63.12,1,2,mid,7910812,1
1091,43.21,2,1,mid,7996672,0
1092,47.91,-1,2,mid,7982769,1
1093,69.10,2,2,mid,7911924,1
1094,43.32,1,1,new,7913469,1
1095,45.31,-1,1,new,7927845,0
1096,46.90,1,2,mid,7900094,1
1097,47.64,1,1,mid,7985057,0
1098,95.11,1,2,mid,7950564,0
1099,43.22,2,1,mid,7931638,1
1100,46.13,-1,2,mid,7912470,1
1101,46.74,2,1,mid,7903182,1
1102,82.99,1,1,old,7911903,1
1103,62.01,-1,2,mid,7921359,0
1104,43.21,2,2,mid,7904058,1
1105,41.20,2,1,mid,7967625,1
1106,49.41,1,2,mid,7919916,1
1107,47.11,-1,2,mid,7905486,0
1108,71.11,1,1,new,7925240,0
1109,43.21,2,2,mid,7915968,1
1110,47.91,-1,2,mid,7938888,0
1111,45.20,1,1,mid,7926511,1
1112,43.21,-1,2,old,7977470,0
1113,49.32,-1,2,mid,7918988,0
1114,41.20,2,1,mid,7967367,1
1115,53.20,-1,2,mid,7999527,1
1116,49.41,2,1,mid,7905934,1
1117,69.20,-1,2,mid,7918451,0
1118,43.31,1,1,new,7919929,0
1119,43.21,2,1,mid,7985835,1
1120,62.02,-1,2,old,7910697,1
1121,47.91,-1,2,mid,7920312,0
1122,46.74,-1,1,old,7903862,0
1123,43.21,2,1,mid,,0
1124,45.20,2,2,mid,7981854,1
1125,62.01,-1,2,new,7919910,0
1126,47.91,1,2,mid,7953441,0
1128,52.29,-1,1,old,7995946,1
1129,49.39,1,1,old,7960935,1
1130,62.01,-1,2,old,7995786,0
1131,41.20,-1,1,mid,7930116,1
1132,96.02,2,1,mid,7952036,1
1133,68.32.1,-1,1,old,7913046,0
1134,43.21,1,2,old,7906632,1
1135,62.0,-1,2,old,7900333,0
1136,49.42,-1,1,mid,7925500,0
1137,43.22,1,2,mid,7982978,1
1138,47.52.7,-1,1,mid,7922505,0
1139,41.20,-1,1,mid,7987977,0
1140,73.20,-1,2,mid,7961690,0
1141,16.10,1,1,new,7920725,0
1143,74.20,-1,2,mid,7989631,1
1145,52.29,1,1,old,7910290,0
1146,81.21,2,1,mid,7931503,1
1147,46.73,-1,1,mid,7909248,0
1148,47.51,2,2,mid,7962161,1
1149,41.20,1,1,mid,7921242,0
1150,43.12.3,2,1,mid,7928125,0
1151,49.42,1,2,old,7967563,1
1152,74.20,-1,2,mid,7952201,1
1153,72.19,1,1,mid,7916770,0
1154,69.10,-1,2,old,7919437,1
1156,73.11,-1,2,old,7977800,1
1157,46.90,2,1,mid,7963462,1
1158,41.10,1,1,mid,7920105,1
1159,47.91,-1,2,old,7911839,1
1160,56.10.1,-1,2,old,7929216,0
1161,62.03,-1,2,mid,7950311,0
1162,47.21,-1,2,old,7903436,0
1163,46.23,-1,1,new,7903725,0
1164,47.91.2,-1,2,mid,7912434,1
1165,47.71,1,2,mid,7953554,1
1166,41.20,2,1,mid,7902264,1
1167,55.20,-1,2,old,7964441,0
1168,49.41,1,2,new,7986952,0
1169,56.10.1,-1,2,mid,7928216,0
1170,78.30,-1,2,mid,7911829,0
1171,45.20,-1,2,mid,7937200,0
1172,96.02,-1,2,old,7929303,1
1173,47.71,-1,2,mid,7918543,0
1174,47.53.3,1,1,old,7951794,1
1175,62.01,-1,2,old,7921329,0
1176,46.90,2,1,mid,7967633,1
1177,01.49,-1,2,old,7901722,0
1179,41.10,-1,1,old,7905136,0
1180,62.01,-1,2,mid,7918490,0
1181,49.41,-1,2,old,7912485,0
1182,82.99,-1,2,mid,7916138,0
1183,69.10,-1,2,mid,7921860,0
1185,47.99,1,1,mid,7912993,1
1186,47.91,-1,2,mid,7968975,0
1187,33.17,1,1,new,7917954,0
1188,82.99,-1,1,mid,7926270,0
1189,95.25.2,-1,2,old,7901100,0
1190,68.20,-1,2,old,7988258,1
1191,49.41,1,1,old,7923678,0
1192,95.11,-1,2,mid,7951920,0
1193,95.29,-1,2,old,7964795,1
1194,96.02,-1,2,old,7913515,0
1195,24.34,-1,1,mid,7916425,0
1196,82.99,-1,1,old,7903776,1
1197,52.29,1,2,mid,7986952,1
1198,45.20,-1,2,old,7928430,0
1199,47.91.2,-1,2,mid,7962202,0
1200,47.91,-1,2,mid,7938155,0
1201,73.11,-1,2,old,7999185,1
1202,49.41,2,1,mid,7985050,1
1203,43.29,-1,2,new,7952242,1
1204,43.39,1,2,mid,7919233,1
1205,47.29,-1,2,mid,7925249,0
1206,01.61,-1,1,old,7953176,0
1207,41.20,1,1,mid,7987905,1
1208,43.21,-1,1,new,7921747,0
1209,46.74,1,1,mid,7927808,0
1210,43.22,2,2,mid,7916998,1
1211,45.20,-1,2,mid,7991090,0
1212,49.41,2,2,mid,7920984,1
1213,81.22,2,1,mid,7906631,0
1214,43.22,2,1,mid,7923186,0
1215,46.36,-1,2,mid,7926117,0
1216,49.41,1,2,old,7916627,1
1217,86.21,-1,2,mid,7950175,0
1218,42.99,1,1,mid,7919906,1
1219,43.39,-1,2,old,7961308,0
1220,94.99,-1,1,old,7961430,0
1222,46.69.9,1,1,mid,7916564,0
1223,46.90,2,1,mid,7931388,1
1224,47.21,-1,2,mid,7919738,0
1225,47.71,-1,1,mid,7980747,1
1226,43.29,1,2,mid,7953003,1
1228,73.11,1,2,mid,7902583,0
1229,47.51,-1,2,mid,7995509,0
1230,61.10,-1,1,old,7926799,0
1232,41.10,-1,1,mid,7916255,1
1234,49.41,-1,2,new,7903220,0
1235,41.20,-1,1,new,7926385,0
1236,62.01,-1,2,mid,7951652,0
1237,46.73,1,1,new,7966129,1
1238,86.23,-1,1,mid,7902134,0
1239,25.11,-1,1,mid,7983269,0
1240,47.91,-1,2,mid,7909975,0
1241,43.21,1,1,old,7901178,1
1242,81.21,2,1,mid,7925717,1
1243,47.42,-1,2,mid,7929719,0
1244,46.90,2,1,mid,7989101,1
1245,78.30,1,2,new,7951788,0
1246,43.34,1,1,mid,7919348,0
1247,46.32,1,1,mid,7908145,0
1248,81.10,1,2,mid,7960945,0
1249,96.02,-1,2,mid,7994018,0
1250,62.09,-1,2,mid,7953845,0
1251,47.19.1,2,1,mid,7904671,1
1252,77.33,-1,1,new,7989163,0
1253,78.10,-1,2,mid,7988996,0
1254,46.90,2,1,mid,7963219,0
1255,41.20,2,1,mid,7915258,1
1256,46.90,2,1,mid,7910625,0
1257,46.73,-1,1,mid,7919899,1
1258,45.19.41,-1,2,old,7912779,0
1259,73.11,-1,2,old,7966777,0
1260,47.11,2,2,mid,7989097,1
1261,47.91,-1,2,mid,7932607,0
1262,49.42,-1,2,mid,7905308,0
1263,23.70,1,1,mid,7965579,0
1264,81.10,1,1,mid,7960501,1
1265,45.32,-1,2,mid,7922700,0
1266,73.11,1,1,mid,7915462,0
1267,46.73,2,1,mid,7917395,1
1268,77.32,-1,1,mid,7988406,1
1269,85.42.1,-1,1,mid,7925346,1
1270,02.40,-1,2,new,7910765,0
1271,47.91.1,-1,2,mid,7960451,1
1272,62.01,-1,2,old,7908507,0
1273,88.91,-1,2,mid,7918676,0
1274,63.11.1,-1,1,mid,7952238,0
1275,74.20,-1,2,old,7967663,0
1276,64.99,-1,1,mid,7925204,0
1277,96.02,-1,1,mid,7931209,0
1278,46.90,1,2,mid,7952372,1
1279,47.29,1,1,mid,7916776,1
1280,79.11,1,1,old,7902874,0
1281,47.19,-1,1,mid,7905980,1
1282,77.11,1,1,mid,7926827,0
1283,46.73,1,2,mid,7938003,1
1284,47.71,-1,1,new,7926393,0
1285,43.29,-1,2,mid,7906125,0
1286,93.13,-1,2,mid,7919658,0
1287,46.31,1,1,new,7910767,0
1288,46.73.6,1,1,mid,7908795,0
1289,43.21,1,2,mid,7922502,1
1290,74.10,-1,2,old,7965288,0
1291,46.90,-1,1,new,7922922,0
1292,47.76.1,-1,2,mid,7906231,0
1293,47.91,-1,2,old,7977780,0
1294,62.01,-1,2,mid,7962828,1
1295,96.02,1,2,mid,7937219,1
1296,71.11,1,1,mid,7900277,0
1297,46.90,1,2,new,7991001,1
1298,73.11,-1,2,old,7906702,0
1299,93.19,-1,1,mid,7929712,0
1300,33.15,1,2,mid,7913465,1
1301,46.69.9,2,1,mid,7996702,0
1302,68.20,1,1,old,7927420,1
1303,43.21,-1,1,mid,7929938,0
1304,62.01,-1,2,mid,7925589,0
1305,42.22,-1,1,mid,7965581,0
1306,73.11,2,1,mid,7999140,1
1307,62.01,-1,2,mid,7920032,0
1308,33.14,-1,2,new,7977828,0
1309,43.21,2,1,mid,7913663,0
1310,62.01,-1,2,mid,7906990,0
1311,47.99,1,2,mid,7985999,1
1312,43.29,1,1,old,7917151,1
1313,47.78.9,-1,2,new,7912986,0
1314,49.4,-1,2,mid,7965805,0
1315,43.22,-1,1,mid,7922717,1
1316,63.12,-1,2,mid,7994405,1
1317,45.31,-1,1,mid,7913924,0
1318,47.64,1,1,old,7962508,1
1319,47.91,-1,2,old,7904944,0
1320,46.73.2,2,1,mid,7913517,0
1321,33.14,-1,2,mid,7904634,1
1322,46.73,-1,1,mid,7921061,1
1323,62.01,1,2,mid,7913474,1
1324,45.11,1,1,mid,7925504,1
1325,47.52.73,-1,2,mid,7991743,0
1326,23.41,-1,1,old,7901864,0
1327,46.4,-1,1,mid,7913735,0
1328,63.11,1,2,mid,7994439,0
1329,47.91.2,1,2,mid,7915022,0
1330,46.73,1,1,mid,7985887,0
1331,47.91,-1,2,old,7913784,0
1332,49.42,-1,2,mid,7911143,0
1333,49.41,1,2,mid,7900544,1
1334,81.10,-1,1,mid,7966929,1
1335,47.41,1,1,mid,7985968,0
1336,43.29,2,2,mid,7917854,1
1337,45.20,1,1,old,7953784,1
1338,77.39.26,-1,2,mid,7953570,0
1339,45.20.3,-1,1,new,7913988,0
1340,62.01,-1,2,old,7999750,0
1341,47.19,1,1,new,7910975,0
1342,41.20,1,1,mid,7908826,0
1343,43.29,1,2,mid,7951116,1
1344,46.31,1,1,mid,7920552,1
1345,46.90,2,1,mid,7963652,0
1346,47.59,1,1,mid,7910004,1
1347,43.99,-1,2,new,7914685,0
1348,49.42,-1,1,mid,7901799,0
1349,62.01,-1,2,mid,7983604,0
1350,47.26,-1,1,new,7902363,0
1351,47.19,-1,2,old,7926211,0
1352,53.10,-1,2,mid,7967537,1
1353,46.52,2,1,mid,7937059,0
1354,73.11,-1,2,mid,7921367,1
1355,43.91,-1,2,old,7982456,1
1356,95.11,-1,2,mid,7965321,0
1357,49.41,-1,2,mid,7911447,0
1358,49.41,-1,1,mid,7950202,1
1359,47.43,-1,2,old,7985276,0
1360,41.20,-1,2,mid,7901281,1
1361,96.03,-1,2,old,7992029,0
1362,68.32,-1,1,mid,7908067,1
1363,47.11,-1,2,mid,7951227,0
1364,73.20,-1,1,mid,7963147,0
1365,80.10,1,1,new,7999538,1
1366,46.90,-1,2,old,7982838,1
1367,0.00,-1,1,mid,7911968,0
1368,41.20,2,1,old,7953501,1
1369,47.11.1,1,1,new,7913536,0
1370,45.20.3,1,1,mid,7930306,0
1371,46.46,-1,2,mid,7903691,0
1372,62.01,2,1,mid,7913015,1
1373,69.10,-1,2,mid,7927007,0
1374,47.91,2,2,mid,7992307,0
1375,82.30,-1,2,mid,7917327,1
1377,49.42,1,2,new,7989632,0
1378,46.90,-1,1,old,7953782,0
1379,46.90,2,1,mid,7981774,1
1380,70.22,1,1,mid,7929407,0
1381,69.20,1,1,old,7923773,1
1382,47.91,-1,2,mid,7981229,1
1383,47.19,-1,2,old,7989664,0
1384,46.66,-1,1,mid,7911954,0
1385,45.20.3,-1,2,mid,7928960,0
1386,46.74.3,2,1,mid,7908814,1
1387,46.71,-1,1,old,7964848,0
1388,46.73,1,2,mid,7963271,0
1389,46.90,1,1,mid,7913231,1
1390,46.69,1,1,mid,7910799,1
1391,47.91,-1,2,old,7951300,0
1392,43.29,1,1,mid,7960825,1
1393,43.31,2,2,mid,7901802,1
1394,47.91,-1,2,mid,7987058,0
1395,78.30,-1,2,old,7919139,0
1396,41.20,1,1,mid,7916853,1
1397,95.11,1,1,mid,7901055,1
1398,46.90,2,1,mid,7996243,0
1399,49.41,-1,1,mid,7988807,0
1400,41.10,-1,2,mid,7908074,1
1401,16.24,-1,1,mid,7909749,0
1402,47.78,-1,2,old,7908479,0
1403,43.21,-1,2,old,7910902,1
1404,46.51,-1,1,mid,7915059,0
1405,46.11.3,1,1,mid,7905137,1
1406,47.19,-1,2,old,7967175,0
1407,43.21,1,2,mid,7968336,1
1408,47.21,-1,2,mid,7903666,0
1409,45.20,-1,2,old,7914907,1
1410,47.91,1,1,old,7917996,0
1411,43.29,1,1,old,7953873,1
1412,43.39,-1,2,old,7953370,0
1413,0.00,2,1,mid,7916088,1
1414,49.41,1,2,mid,7962477,1
1415,62.01,-1,2,mid,7951190,0
1416,47.11,-1,2,old,7909200,0
1417,43.22,-1,2,old,7913986,0
1418,95.11,-1,2,mid,7939770,1
1419,46.77,2,1,mid,7999875,0
1420,49.41,-1,2,mid,7900165,0
1421,62.01,1,1,mid,7953827,1
1422,69.20.2,-1,2,old,7927573,0
1423,41.20,-1,1,mid,7961115,1
1424,45.20,-1,2,old,7916583,1
1425,68.32.1,-1,1,mid,7980425,0
1426,85.41.1,-1,2,mid,7999832,1
1427,49.41,1,1,new,7951742,0
1428,46.73,-1,1,mid,7920158,0
1429,46.69,2,1,mid,7925256,1
1430,49.41,2,2,mid,7919405,1
1431,47.91,1,2,mid,7903826,1
1432,77.32,-1,1,mid,7911369,1
1433,43.29,-1,2,mid,7920023,0
1434,41.20,-1,1,new,7903258,1
1435,63.12,-1,2,mid,7996764,0
1436,96.02,-1,2,mid,7938501,1
1437,47.41,2,1,mid,7985965,1
1438,49.32,-1,2,mid,7985456,0
1439,47.91,-1,2,mid,7950708,0
1440,45.32,-1,2,mid,7961224,0
1441,82.20,2,1,mid,7967789,0
1442,43.31,2,2,mid,7950819,0
1443,70.22,-1,1,mid,7921128,0
1444,84.24,-1,1,mid,7961232,0
1445,47.43,-1,2,new,7910929,0
1446,62.09,-1,2,old,7999550,0
1447,41.20,-1,1,mid,7927927,1
1448,46.73,2,1,old,7913741,1
1449,69.10,-1,1,mid,7901526,0
1450,49.42,-1,2,mid,7915171,1
1451,62.02,-1,2,mid,7921935,0
1452,47.76,-1,2,mid,7950641,1
1453,49.4,-1,2,mid,7966028,0
1454,46.73.6,1,1,mid,7913253,1
1455,47.19,1,2,old,7927772,1
1456,70.22,2,2,old,7915978,1
1457,69,2,1,mid,7909689,0
1458,43.22,1,1,old,7960114,1
1459,69.10,-1,2,mid,7926649,0
1460,81.21,1,2,mid,7999167,1
1461,10.89.8,1,1,mid,7985794,1
1462,47.91,-1,2,mid,7987199,0
1463,45.31.1,-1,2,old,7989623,1
1464,81.21,-1,2,old,7916198,1
1465,49.41,1,1,mid,7926198,1
1466,62.01,-1,2,mid,7916686,0
